Paraguay     6,375,830
Chile       16,746,491
Angola      25,326,000
Venezuela   27,223,228
Peru        29,907,003
Argentina   41,343,201
Kenya       45,533,000
Columbia    47,790,000
Tanzania    51,046,000
Egypt       89,125,000
Ethiopia    99,391,000
Nigeria    181,563,000
Brazil     201,103,330
